"C:\Users\Yoni Klein\PycharmProjects\ImageClassification\.venv\Scripts\python.exe" "C:\Users\Yoni Klein\PycharmProjects\ImageClassification\model_on_divided_val - 8 classes.py" 
CUDA is available
Finish creating the model
Epoch [1/30], Training Loss: 2.066545344295358
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01664065
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01484850
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01484850
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01728920
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01496331
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01685808
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01685808
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01728920
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01664065
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01695060
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01685808
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01685808
Validation Loss: 1.6827794015407562, Top-1 Error Rate: 46.25%, Top-5 Error Rate: 5.5%
Epoch [17/30], Training Loss: 1.5374048611275235
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01484850
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01496331
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01685808
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01728920
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01770081
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01664065
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01685808
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.6560772359371185, Top-1 Error Rate: 44.75%, Top-5 Error Rate: 5.25%
Epoch [18/30], Training Loss: 1.5158492821499818
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01496331
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01770081
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01484850
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01484850
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01695060
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01728920
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01728920
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01695060
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01685808
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.6696701049804688, Top-1 Error Rate: 46.0%, Top-5 Error Rate: 6.25%
Epoch [19/30], Training Loss: 1.4999039696571521
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01496331
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01484850
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01675722
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01770081
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01664065
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.646207481622696, Top-1 Error Rate: 42.25%, Top-5 Error Rate: 6.75%
Epoch [20/30], Training Loss: 1.4902974223732053
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01770081
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01484850
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01728920
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01695060
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01664065
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01685808
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.6308069825172424, Top-1 Error Rate: 40.25%, Top-5 Error Rate: 6.5%
Epoch [21/30], Training Loss: 1.4717457183321616
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01695060
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01770081
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01695060
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01728920
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01728920
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01695060
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01685808
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.6648289561271667, Top-1 Error Rate: 42.75%, Top-5 Error Rate: 7.25%
Epoch [22/30], Training Loss: 1.4618706545435396
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01496331
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01770081
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01728920
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01728920
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01664065
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01664065
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01685808
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.6378206312656403, Top-1 Error Rate: 41.25%, Top-5 Error Rate: 4.75%
Epoch [23/30], Training Loss: 1.448513993105494
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01770081
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01728920
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01695060
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
